t              nodalLine_nextTo_Loop_Port2.fdtd_Bulk probe_port2_Jz_24_39_80__25_40_80.dat
   0.38270157706916941E-008   0.168744824E-002
   0.38285564372660466E-008   0.166431349E-002
   0.38300971038403991E-008   0.164147024E-002
   0.38316377704147517E-008   0.161891524E-002
   0.38331784369891042E-008   0.159664708E-002
   0.38347191035634567E-008   0.157466298E-002
   0.38362597701378093E-008   0.155295758E-002
   0.38378004367121618E-008   0.153152528E-002
   0.38393411032865143E-008   0.151036342E-002
   0.38408817698608669E-008   0.148947269E-002
   0.38424224364352194E-008   0.146885170E-002
   0.38439631030095719E-008   0.144849834E-002
   0.38455037695839245E-008   0.142840296E-002
   0.38470444361582770E-008   0.140856113E-002
   0.38485851027326295E-008   0.138897472E-002
   0.38501257693069821E-008   0.136964116E-002
   0.38516664358813346E-008   0.135055440E-002
   0.38532071024556871E-008   0.133171456E-002
   0.38547477690300397E-008   0.131311943E-002
   0.38562884356043922E-008   0.129476294E-002
   0.38578291021787448E-008   0.127664348E-002
   0.38593697687530973E-008   0.125875743E-002
   0.38609104353274498E-008   0.124110305E-002
   0.38624511019018024E-008   0.122367917E-002
   0.38639917684761549E-008   0.120648241E-002
   0.38655324350505074E-008   0.118951080E-002
   0.38670731016248600E-008   0.117275992E-002
   0.38686137681992125E-008   0.115622440E-002
   0.38701544347735650E-008   0.113990414E-002
   0.38716951013479176E-008   0.112379692E-002
   0.38732357679222701E-008   0.110789912E-002
   0.38747764344966226E-008   0.109221193E-002
   0.38763171010709752E-008   0.107673253E-002
   0.38778577676453277E-008   0.106145674E-002
   0.38793984342196802E-008   0.104638003E-002
   0.38809391007940328E-008   0.103150005E-002
   0.38824797673683853E-008   0.101681601E-002
   0.38840204339427378E-008   0.100232847E-002
   0.38855611005170904E-008   0.988032203E-003
   0.38871017670914429E-008   0.973923248E-003
   0.38886424336657954E-008   0.960001722E-003
   0.38901831002401480E-008   0.946263957E-003
   0.38917237668145005E-008   0.932708266E-003
   0.38932644333888530E-008   0.919334241E-003
   0.38948050999632056E-008   0.906139205E-003
   0.38963457665375581E-008   0.893118209E-003
   0.38978864331119106E-008   0.880271080E-003
   0.38994270996862632E-008   0.867595663E-003
   0.39009677662606157E-008   0.855091319E-003
   0.39025084328349682E-008   0.842753623E-003
   0.39040490994093208E-008   0.830579957E-003
   0.39055897659836733E-008   0.818570028E-003
   0.39071304325580258E-008   0.806720345E-003
   0.39086710991323784E-008   0.795029628E-003
   0.39102117657067309E-008   0.783497875E-003
   0.39117524322810834E-008   0.772122701E-003
   0.39132930988554360E-008   0.760899740E-003
   0.39148337654297885E-008   0.749828992E-003
   0.39163744320041410E-008   0.738908362E-003
   0.39179150985784936E-008   0.728135114E-003
   0.39194557651528461E-008   0.717506860E-003
   0.39209964317271986E-008   0.707022671E-003
   0.39225370983015512E-008   0.696681440E-003
   0.39240777648759037E-008   0.686481653E-003
   0.39256184314502562E-008   0.676421158E-003
   0.39271590980246088E-008   0.666497624E-003
   0.39286997645989613E-008   0.656710123E-003
   0.39302404311733138E-008   0.647055043E-003
   0.39317810977476664E-008   0.637531222E-003
   0.39333217643220189E-008   0.628139649E-003
   0.39348624308963714E-008   0.618878636E-003
   0.39364030974707240E-008   0.609744980E-003
   0.39379437640450765E-008   0.600735017E-003
   0.39394844306194290E-008   0.591847231E-003
   0.39410250971937816E-008   0.583081797E-003
   0.39425657637681341E-008   0.574438774E-003
   0.39441064303424866E-008   0.565916183E-003
   0.39456470969168392E-008   0.557512278E-003
   0.39471877634911917E-008   0.549223449E-003
   0.39487284300655442E-008   0.541048590E-003
   0.39502690966398968E-008   0.532987935E-003
   0.39518097632142493E-008   0.525039446E-003
   0.39533504297886018E-008   0.517200562E-003
   0.39548910963629544E-008   0.509471574E-003
   0.39564317629373069E-008   0.501851435E-003
   0.39579724295116595E-008   0.494336418E-003
   0.39595130960860120E-008   0.486925826E-003
   0.39610537626603645E-008   0.479618844E-003
   0.39625944292347171E-008   0.472415006E-003
   0.39641350958090696E-008   0.465312711E-003
   0.39656757623834221E-008   0.458309951E-003
   0.39672164289577747E-008   0.451405271E-003
   0.39687570955321272E-008   0.444598380E-003
   0.39702977621064797E-008   0.437886425E-003
   0.39718384286808323E-008   0.431268767E-003
   0.39733790952551848E-008   0.424744911E-003
   0.39749197618295373E-008   0.418313488E-003
   0.39764604284038899E-008   0.411974092E-003
   0.39780010949782424E-008   0.405723957E-003
   0.39795417615525949E-008   0.399561075E-003
   0.39810824281269475E-008   0.393485185E-003
   0.39826230947013000E-008   0.387496519E-003
   0.39841637612756525E-008   0.381594175E-003
   0.39857044278500051E-008   0.375776784E-003
   0.39872450944243576E-008   0.370041234E-003
   0.39887857609987101E-008   0.364386418E-003
   0.39903264275730627E-008   0.358812482E-003
   0.39918670941474152E-008   0.353317853E-003
   0.39934077607217677E-008   0.347902096E-003
   0.39949484272961203E-008   0.342565618E-003
   0.39964890938704728E-008   0.337306788E-003
   0.39980297604448253E-008   0.332122290E-003
   0.39995704270191779E-008   0.327011105E-003
   0.40011110935935304E-008   0.321973057E-003
   0.40026517601678829E-008   0.317008322E-003
   0.40041924267422355E-008   0.312116405E-003
   0.40057330933165880E-008   0.307295530E-003
   0.40072737598909405E-008   0.302544271E-003
   0.40088144264652931E-008   0.297860592E-003
   0.40103550930396456E-008   0.293244317E-003
   0.40118957596139981E-008   0.288695854E-003
   0.40134364261883507E-008   0.284213980E-003
   0.40149770927627032E-008   0.279796659E-003
   0.40165177593370557E-008   0.275443890E-003
   0.40180584259114083E-008   0.271154975E-003
   0.40195990924857608E-008   0.266928400E-003
   0.40211397590601133E-008   0.262763089E-003
   0.40226804256344659E-008   0.258658722E-003
   0.40242210922088184E-008   0.254614890E-003
   0.40257617587831709E-008   0.250630372E-003
   0.40273024253575235E-008   0.246703858E-003
   0.40288430919318760E-008   0.242834794E-003
   0.40303837585062285E-008   0.239023459E-003
   0.40319244250805811E-008   0.235268351E-003
   0.40334650916549336E-008   0.231568134E-003
   0.40350057582292861E-008   0.227922312E-003
   0.40365464248036387E-008   0.224330550E-003
   0.40380870913779912E-008   0.220791917E-003
   0.40396277579523437E-008   0.217305991E-003
   0.40411684245266963E-008   0.213871390E-003
   0.40427090911010488E-008   0.210487226E-003
   0.40442497576754013E-008   0.207153411E-003
   0.40457904242497539E-008   0.203869829E-003
   0.40473310908241064E-008   0.200635928E-003
   0.40488717573984589E-008   0.197449466E-003
   0.40504124239728115E-008   0.194309279E-003
   0.40519530905471640E-008   0.191215862E-003
   0.40534937571215165E-008   0.188169564E-003
   0.40550344236958691E-008   0.185169483E-003
   0.40565750902702216E-008   0.182214731E-003
   0.40581157568445742E-008   0.179303839E-003
   0.40596564234189267E-008   0.176435467E-003
   0.40611970899932792E-008   0.173609820E-003
   0.40627377565676318E-008   0.170826999E-003
   0.40642784231419843E-008   0.168086961E-003
   0.40658190897163368E-008   0.165388949E-003
   0.40673597562906894E-008   0.162731681E-003
   0.40689004228650419E-008   0.160113748E-003
   0.40704410894393944E-008   0.157534814E-003
   0.40719817560137470E-008   0.154994515E-003
   0.40735224225880995E-008   0.152493332E-003
   0.40750630891624520E-008   0.150030799E-003
   0.40766037557368046E-008   0.147605664E-003
   0.40781444223111571E-008   0.145217389E-003
   0.40796850888855096E-008   0.142865087E-003
   0.40812257554598622E-008   0.140548058E-003
   0.40827664220342147E-008   0.138266085E-003
   0.40843070886085672E-008   0.136019400E-003
   0.40858477551829198E-008   0.133807815E-003
   0.40873884217572723E-008   0.131630441E-003
   0.40889290883316248E-008   0.129485677E-003
   0.40904697549059774E-008   0.127373249E-003
   0.40920104214803299E-008   0.125293576E-003
   0.40935510880546824E-008   0.123245831E-003
   0.40950917546290350E-008   0.121229255E-003
   0.40966324212033875E-008   0.119243996E-003
   0.40981730877777400E-008   0.117289921E-003
   0.40997137543520926E-008   0.115365976E-003
   0.41012544209264451E-008   0.113471368E-003
   0.41027950875007976E-008   0.111605703E-003
   0.41043357540751502E-008   0.109769084E-003
   0.41058764206495027E-008   0.107961285E-003
   0.41074170872238552E-008   0.106181426E-003
   0.41089577537982078E-008   0.104428953E-003
   0.41104984203725603E-008   0.102703474E-003
   0.41120390869469128E-008   0.101005135E-003
   0.41135797535212654E-008   0.993337308E-004
   0.41151204200956179E-008   0.976882802E-004
   0.41166610866699704E-008   0.960678881E-004
   0.41182017532443230E-008   0.944727799E-004
   0.41197424198186755E-008   0.929028320E-004
   0.41212830863930280E-008   0.913575714E-004
   0.41228237529673806E-008   0.898365543E-004
   0.41243644195417331E-008   0.883394823E-004
   0.41259050861160856E-008   0.868659627E-004
   0.41274457526904382E-008   0.854154205E-004
   0.41289864192647907E-008   0.839874119E-004
   0.41305270858391432E-008   0.825818715E-004
   0.41320677524134958E-008   0.811988575E-004
   0.41336084189878483E-008   0.798377005E-004
   0.41351490855622008E-008   0.784979202E-004
   0.41366897521365534E-008   0.771795458E-004
   0.41382304187109059E-008   0.758823080E-004
   0.41397710852852584E-008   0.746052101E-004
   0.41413117518596110E-008   0.733477937E-004
   0.41428524184339635E-008   0.721102188E-004
   0.41443930850083160E-008   0.708930456E-004
   0.41459337515826686E-008   0.696960706E-004
   0.41474744181570211E-008   0.685180494E-004
   0.41490150847313736E-008   0.673579489E-004
   0.41505557513057262E-008   0.662154634E-004
   0.41520964178800787E-008   0.650913571E-004
   0.41536370844544312E-008   0.639862919E-004
   0.41551777510287838E-008   0.628997295E-004
   0.41567184176031363E-008   0.618303602E-004
   0.41582590841774889E-008   0.607774346E-004
   0.41597997507518414E-008   0.597406215E-004
   0.41613404173261939E-008   0.587200921E-004
   0.41628810839005465E-008   0.577167375E-004
   0.41644217504748990E-008   0.567307507E-004
   0.41659624170492515E-008   0.557610620E-004
   0.41675030836236041E-008   0.548060889E-004
   0.41690437501979566E-008   0.538653403E-004
   0.41705844167723091E-008   0.529396821E-004
   0.41721250833466617E-008   0.520300055E-004
   0.41736657499210142E-008   0.511357430E-004
   0.41752064164953667E-008   0.502558942E-004
   0.41767470830697193E-008   0.493900516E-004
   0.41782877496440718E-008   0.485379460E-004
   0.41798284162184243E-008   0.476994865E-004
   0.41813690827927769E-008   0.468744656E-004
   0.41829097493671294E-008   0.460630836E-004
   0.41844504159414819E-008   0.452655877E-004
   0.41859910825158345E-008   0.444815232E-004
   0.41875317490901870E-008   0.437099552E-004
   0.41890724156645395E-008   0.429505453E-004
   0.41906130822388921E-008   0.422033554E-004
   0.41921537488132446E-008   0.414684473E-004
   0.41936944153875971E-008   0.407456500E-004
   0.41952350819619497E-008   0.400347817E-004
   0.41967757485363022E-008   0.393361115E-004
   0.41983164151106547E-008   0.386495267E-004
   0.41998570816850073E-008   0.379739540E-004
   0.42013977482593598E-008   0.373084113E-004
   0.42029384148337123E-008   0.366533495E-004
   0.42044790814080649E-008   0.360097765E-004
   0.42060197479824174E-008   0.353778632E-004
   0.42075604145567699E-008   0.347567184E-004
   0.42091010811311225E-008   0.341454142E-004
   0.42106417477054750E-008   0.335437508E-004
   0.42121824142798275E-008   0.329517788E-004
   0.42137230808541801E-008   0.323694221E-004
   0.42152637474285326E-008   0.317969352E-004
   0.42168044140028851E-008   0.312347620E-004
   0.42183450805772377E-008   0.306827133E-004
   0.42198857471515902E-008   0.301397231E-004
   0.42214264137259427E-008   0.296046564E-004
   0.42229670803002953E-008   0.290776843E-004
   0.42245077468746478E-008   0.285599708E-004
   0.42260484134490003E-008   0.280520599E-004
   0.42275890800233529E-008   0.275531766E-004
   0.42291297465977054E-008   0.270622513E-004
   0.42306704131720579E-008   0.265789513E-004
   0.42322110797464105E-008   0.261035311E-004
   0.42337517463207630E-008   0.256362255E-004
   0.42352924128951155E-008   0.251769707E-004
   0.42368330794694681E-008   0.247258467E-004
   0.42383737460438206E-008   0.242827373E-004
   0.42399144126181731E-008   0.238469438E-004
   0.42414550791925257E-008   0.234177896E-004
   0.42429957457668782E-008   0.229955331E-004
   0.42445364123412307E-008   0.225809017E-004
   0.42460770789155833E-008   0.221741066E-004
   0.42476177454899358E-008   0.217745255E-004
   0.42491584120642883E-008   0.213811272E-004
   0.42506990786386409E-008   0.209936115E-004
   0.42522397452129934E-008   0.206125533E-004
   0.42537804117873459E-008   0.202387419E-004
   0.42553210783616985E-008   0.198721245E-004
   0.42568617449360510E-008   0.195117682E-004
   0.42584024115104036E-008   0.191568706E-004
   0.42599430780847561E-008   0.188075246E-004
   0.42614837446591086E-008   0.184641540E-004
   0.42630244112334612E-008   0.181269770E-004
   0.42645650778078137E-008   0.177960810E-004
   0.42661057443821662E-008   0.174712713E-004
   0.42676464109565188E-008   0.171520041E-004
   0.42691870775308713E-008   0.168375718E-004
   0.42707277441052238E-008   0.165278434E-004
   0.42722684106795764E-008   0.162236101E-004
   0.42738090772539289E-008   0.159256997E-004
   0.42753497438282814E-008   0.156336064E-004
   0.42768904104026340E-008   0.153460242E-004
   0.42784310769769865E-008   0.150624337E-004
   0.42799717435513390E-008   0.147835271E-004
   0.42815124101256916E-008   0.145101458E-004
   0.42830530767000441E-008   0.142421568E-004
   0.42845937432743966E-008   0.139787735E-004
   0.42861344098487492E-008   0.137195693E-004
   0.42876750764231017E-008   0.134646289E-004
   0.42892157429974542E-008   0.132140894E-004
   0.42907564095718068E-008   0.129680593E-004
   0.42922970761461593E-008   0.127266094E-004
   0.42938377427205118E-008   0.124896778E-004
   0.42953784092948644E-008   0.122568517E-004
   0.42969190758692169E-008   0.120276218E-004
   0.42984597424435694E-008   0.118020725E-004
   0.43000004090179220E-008   0.115807443E-004
   0.43015410755922745E-008   0.113638471E-004
   0.43030817421666270E-008   0.111509544E-004
   0.43046224087409796E-008   0.109415396E-004
   0.43061630753153321E-008   0.107354190E-004
   0.43077037418896846E-008   0.105328618E-004
   0.43092444084640372E-008   0.103341881E-004
   0.43107850750383897E-008   0.101393507E-004
   0.43123257416127422E-008   0.994790753E-005
   0.43138664081870948E-008   0.975954481E-005
   0.43154070747614473E-008   0.957441716E-005
   0.43169477413357998E-008   0.939282290E-005
   0.43184884079101524E-008   0.921472019E-005
   0.43200290744845049E-008   0.903967975E-005
   0.43215697410588574E-008   0.886746056E-005
   0.43231104076332100E-008   0.869817450E-005
   0.43246510742075625E-008   0.853213078E-005
   0.43261917407819150E-008   0.836945128E-005
   0.43277324073562676E-008   0.820983951E-005
   0.43292730739306201E-008   0.805275886E-005
   0.43308137405049726E-008   0.789798924E-005
   0.43323544070793252E-008   0.774589080E-005
   0.43338950736536777E-008   0.759699196E-005
   0.43354357402280302E-008   0.745132547E-005
   0.43369764068023828E-008   0.730830652E-005
   0.43385170733767353E-008   0.716739487E-005
   0.43400577399510878E-008   0.702859643E-005
   0.43415984065254404E-008   0.689228636E-005
   0.43431390730997929E-008   0.675875890E-005
   0.43446797396741454E-008   0.662805314E-005
   0.43462204062484980E-008   0.649995036E-005
   0.43477610728228505E-008   0.637403900E-005
   0.43493017393972030E-008   0.624987615E-005
   0.43508424059715556E-008   0.612740769E-005
   0.43523830725459081E-008   0.600731801E-005
   0.43539237391202606E-008   0.589036154E-005
   0.43554644056946132E-008   0.577622541E-005
   0.43570050722689657E-008   0.566368362E-005
   0.43585457388433183E-008   0.555210272E-005
   0.43600864054176708E-008   0.544224213E-005
   0.43616270719920233E-008   0.533511047E-005
   0.43631677385663759E-008   0.523058316E-005
   0.43647084051407284E-008   0.512789848E-005
   0.43662490717150809E-008   0.502691000E-005
   0.43677897382894335E-008   0.492783647E-005
   0.43693304048637860E-008   0.483035456E-005
   0.43708710714381385E-008   0.473399268E-005
   0.43724117380124911E-008   0.463930155E-005
   0.43739524045868436E-008   0.454740575E-005
   0.43754930711611961E-008   0.445822661E-005
   0.43770337377355487E-008   0.437021208E-005
   0.43785744043099012E-008   0.428241492E-005
   0.43801150708842537E-008   0.419576463E-005
   0.43816557374586063E-008   0.411157953E-005
   0.43831964040329588E-008   0.402981595E-005
   0.43847370706073113E-008   0.394952940E-005
   0.43862777371816639E-008   0.387038699E-005
   0.43878184037560164E-008   0.379267067E-005
   0.43893590703303689E-008   0.371624947E-005
   0.43908997369047215E-008   0.364072775E-005
   0.43924404034790740E-008   0.356656733E-005
   0.43939810700534265E-008   0.349472180E-005
   0.43955217366277791E-008   0.342504472E-005
   0.43970624032021316E-008   0.335612549E-005
   0.43986030697764841E-008   0.328719852E-005
   0.44001437363508367E-008   0.321930679E-005
   0.44016844029251892E-008   0.315378588E-005
   0.44032250694995417E-008   0.309033931E-005
   0.44047657360738943E-008   0.302762396E-005
   0.44063064026482468E-008   0.296525263E-005
   0.44078470692225993E-008   0.290403750E-005
   0.44093877357969519E-008   0.284450880E-005
   0.44109284023713044E-008   0.278627158E-005
   0.44124690689456569E-008   0.272894499E-005
   0.44140097355200095E-008   0.267270843E-005
   0.44155504020943620E-008   0.261762716E-005
   0.44170910686687145E-008   0.256333396E-005
   0.44186317352430671E-008   0.250981475E-005
   0.44201724018174196E-008   0.245770752E-005
   0.44217130683917721E-008   0.240724466E-005
   0.44232537349661247E-008   0.235760649E-005
   0.44247944015404772E-008   0.230801902E-005
   0.44263350681148297E-008   0.225898884E-005
   0.44278757346891823E-008   0.221163896E-005
   0.44294164012635348E-008   0.216604099E-005
   0.44309570678378873E-008   0.212113559E-005
   0.44324977344122399E-008   0.207627363E-005
   0.44340384009865924E-008   0.203197465E-005
   0.44355790675609449E-008   0.198893940E-005
   0.44371197341352975E-008   0.194711356E-005
   0.44386604007096500E-008   0.190607307E-005
   0.44402010672840025E-008   0.186573334E-005
   0.44417417338583551E-008   0.182618828E-005
   0.44432824004327076E-008   0.178728942E-005
   0.44448230670070601E-008   0.174890329E-005
   0.44463637335814127E-008   0.171130978E-005
   0.44479044001557652E-008   0.167486041E-005
   0.44494450667301177E-008   0.163936556E-005
   0.44509857333044703E-008   0.160426225E-005
   0.44525263998788228E-008   0.156939086E-005
   0.44540670664531753E-008   0.153522797E-005
   0.44556077330275279E-008   0.150217079E-005
   0.44571483996018804E-008   0.146997627E-005
   0.44586890661762330E-008   0.143818329E-005
   0.44602297327505855E-008   0.140677139E-005
   0.44617703993249380E-008   0.137603888E-005
   0.44633110658992906E-008   0.134607535E-005
   0.44648517324736431E-008   0.131668776E-005
   0.44663923990479956E-008   0.128777560E-005
   0.44679330656223482E-008   0.125948304E-005
   0.44694737321967007E-008   0.123189420E-005
   0.44710143987710532E-008   0.120485174E-005
   0.44725550653454058E-008   0.117816285E-005
   0.44740957319197583E-008   0.115189482E-005
   0.44756363984941108E-008   0.112629277E-005
   0.44771770650684634E-008   0.110142173E-005
   0.44787177316428159E-008   0.107704795E-005
   0.44802583982171684E-008   0.105295362E-005
   0.44817990647915210E-008   0.102920353E-005
   0.44833397313658735E-008   0.100600937E-005
   0.44848803979402260E-008   0.983488690E-006
   0.44864210645145786E-008   0.961538717E-006
   0.44879617310889311E-008   0.939912070E-006
   0.44895023976632836E-008   0.918468913E-006
   0.44910430642376362E-008   0.897353857E-006
   0.44925837308119887E-008   0.876838612E-006
   0.44941243973863412E-008   0.857029363E-006
   0.44956650639606938E-008   0.837763309E-006
   0.44972057305350463E-008   0.818748049E-006
   0.44987463971093988E-008   0.799763029E-006
   0.45002870636837514E-008   0.780883511E-006
   0.45018277302581039E-008   0.762542641E-006
   0.45033683968324564E-008   0.745114903E-006
   0.45049090634068090E-008   0.728393616E-006
   0.45064497299811615E-008   0.711738267E-006
   0.45079903965555140E-008   0.694829851E-006
   0.45095310631298666E-008   0.678015795E-006
   0.45110717297042191E-008   0.661850663E-006
   0.45126123962785716E-008   0.646487251E-006
   0.45141530628529242E-008   0.631633156E-006
   0.45156937294272767E-008   0.616930720E-006
   0.45172343960016292E-008   0.602241471E-006
   0.45187750625759818E-008   0.587627028E-006
   0.45203157291503343E-008   0.573272700E-006
   0.45218563957246868E-008   0.559414502E-006
   0.45233970622990394E-008   0.546161118E-006
   0.45249377288733919E-008   0.533343155E-006
   0.45264783954477444E-008   0.520640924E-006
   0.45280190620220970E-008   0.507895038E-006
   0.45295597285964495E-008   0.495223958E-006
   0.45311003951708020E-008   0.482878022E-006
   0.45326410617451546E-008   0.471029580E-006
   0.45341817283195071E-008   0.459672719E-006
   0.45357223948938596E-008   0.448630772E-006
   0.45372630614682122E-008   0.437676135E-006
   0.45388037280425647E-008   0.426677843E-006
   0.45403443946169172E-008   0.415668410E-006
   0.45418850611912698E-008   0.404900902E-006
   0.45434257277656223E-008   0.394762992E-006
   0.45449663943399748E-008   0.385354952E-006
   0.45465070609143274E-008   0.376160415E-006
   0.45480477274886799E-008   0.366495669E-006
   0.45495883940630324E-008   0.356390501E-006
   0.45511290606373850E-008   0.346676643E-006
   0.45526697272117375E-008   0.338006657E-006
   0.45542103937860900E-008   0.330051080E-006
   0.45557510603604426E-008   0.321949756E-006
   0.45572917269347951E-008   0.313317969E-006
   0.45588323935091477E-008   0.304517698E-006
   0.45603730600835002E-008   0.296084409E-006
   0.45619137266578527E-008   0.288271849E-006
   0.45634543932322053E-008   0.281060466E-006
   0.45649950598065578E-008   0.274189006E-006
   0.45665357263809103E-008   0.267120640E-006
   0.45680763929552629E-008   0.259453600E-006
   0.45696170595296154E-008   0.251568053E-006
   0.45711577261039679E-008   0.244409421E-006
   0.45726983926783205E-008   0.238376742E-006
   0.45742390592526730E-008   0.232735829E-006
   0.45757797258270255E-008   0.226475777E-006
   0.45773203924013781E-008   0.219513367E-006
   0.45788610589757306E-008   0.212697842E-006
   0.45804017255500831E-008   0.206694267E-006
   0.45819423921244357E-008   0.201313469E-006
   0.45834830586987882E-008   0.196001906E-006
   0.45850237252731407E-008   0.190538913E-006
   0.45865643918474933E-008   0.184978489E-006
   0.45881050584218458E-008   0.179311201E-006
   0.45896457249961983E-008   0.173646754E-006
   0.45911863915705509E-008   0.168438419E-006
   0.45927270581449034E-008   0.163964955E-006
   0.45942677247192559E-008   0.159734554E-006
   0.45958083912936085E-008   0.154982217E-006
   0.45973490578679610E-008   0.149700099E-006
   0.45988897244423135E-008   0.144648084E-006
   0.46004303910166661E-008   0.140317979E-006
   0.46019710575910186E-008   0.136416702E-006
   0.46035117241653711E-008   0.132473133E-006
   0.46050523907397237E-008   0.128409624E-006
   0.46065930573140762E-008   0.124292001E-006
   0.46081337238884287E-008   0.120041932E-006
   0.46096743904627813E-008   0.115758439E-006
   0.46112150570371338E-008   0.111907411E-006
   0.46127557236114863E-008   0.108736231E-006
   0.46142963901858389E-008   0.105777758E-006
   0.46158370567601914E-008   0.102360559E-006
   0.46173777233345439E-008   0.984122153E-007
   0.46189183899088965E-008   0.944601197E-007
   0.46204590564832490E-008   0.910141580E-007
   0.46219997230576015E-008   0.881999540E-007
   0.46235403896319541E-008   0.857634177E-007
   0.46250810562063066E-008   0.831815896E-007
   0.46266217227806591E-008   0.799916506E-007
   0.46281623893550117E-008   0.763014896E-007
   0.46297030559293642E-008   0.728582563E-007
   0.46312437225037167E-008   0.703223577E-007
   0.46327843890780693E-008   0.685026862E-007
   0.46343250556524218E-008   0.665475000E-007
   0.46358657222267743E-008   0.638751771E-007
   0.46374063888011269E-008   0.606989943E-007
   0.46389470553754794E-008   0.576458206E-007
   0.46404877219498319E-008   0.551676749E-007
   0.46420283885241845E-008   0.533290176E-007
   0.46435690550985370E-008   0.518080014E-007
   0.46451097216728895E-008   0.499993575E-007
   0.46466503882472421E-008   0.474901753E-007
   0.46481910548215946E-008   0.446025297E-007
   0.46497317213959471E-008   0.421592858E-007
   0.46512723879702997E-008   0.405515266E-007
   0.46528130545446522E-008   0.393056325E-007
   0.46543537211190047E-008   0.377244760E-007
   0.46558943876933573E-008   0.356801593E-007
   0.46574350542677098E-008   0.335455752E-007
   0.46589757208420624E-008   0.315936859E-007
   0.46605163874164149E-008   0.298238092E-007
   0.46620570539907674E-008   0.282698238E-007
   0.46635977205651200E-008   0.270113105E-007
   0.46651383871394725E-008   0.258098680E-007
   0.46666790537138250E-008   0.242155238E-007
   0.46682197202881776E-008   0.222353265E-007
   0.46697603868625301E-008   0.204665866E-007
   0.46713010534368826E-008   0.192993639E-007
   0.46728417200112352E-008   0.183756583E-007
   0.46743823865855877E-008   0.171547754E-007
   0.46759230531599402E-008   0.156610440E-007
   0.46774637197342928E-008   0.142877070E-007
   0.46790043863086453E-008   0.131133220E-007
   0.46805450528829978E-008   0.118902790E-007
   0.46820857194573504E-008   0.106065272E-007
   0.46836263860317029E-008   0.956276835E-008
   0.46851670526060554E-008   0.879470008E-008
   0.46867077191804080E-008   0.787872523E-008
   0.46882483857547605E-008   0.656939392E-008
   0.46897890523291130E-008   0.523732524E-008
   0.46913297189034656E-008   0.432453362E-008
   0.46928703854778181E-008   0.369095687E-008
   0.46944110520521706E-008   0.290253865E-008
   0.46959517186265232E-008   0.191062099E-008
   0.46974923852008757E-008   0.996692506E-009
   0.46990330517752282E-008   0.212367013E-009
   0.47005737183495808E-008  -0.664044819E-009
   0.47021143849239333E-008  -0.163140612E-008
   0.47036550514982858E-008  -0.237707809E-008
   0.47051957180726384E-008  -0.280260792E-008
   0.47067363846469909E-008  -0.329123395E-008
   0.47082770512213434E-008  -0.418197033E-008
   0.47098177177956960E-008  -0.521868060E-008
   0.47113583843700485E-008  -0.589250249E-008
   0.47128990509444010E-008  -0.620309493E-008
   0.47144397175187536E-008  -0.663249011E-008
   0.47159803840931061E-008  -0.738577910E-008
   0.47175210506674586E-008  -0.813838597E-008
   0.47190617172418112E-008  -0.862507932E-008
   0.47206023838161637E-008  -0.901707153E-008
   0.47221430503905162E-008  -0.953514245E-008
   0.47236837169648688E-008  -0.100845909E-007
   0.47252243835392213E-008  -0.105261506E-007
   0.47267650501135738E-008  -0.109880602E-007
   0.47283057166879264E-008  -0.115963985E-007
   0.47298463832622789E-008  -0.121136736E-007
   0.47313870498366314E-008  -0.122657866E-007
   0.47329277164109840E-008  -0.123026211E-007
   0.47344683829853365E-008  -0.127657813E-007
   0.47360090495596890E-008  -0.136584504E-007
   0.47375497161340416E-008  -0.143312491E-007
   0.47390903827083941E-008  -0.143758143E-007
   0.47406310492827466E-008  -0.141861847E-007
   0.47421717158570992E-008  -0.143616035E-007
   0.47437123824314517E-008  -0.149277639E-007
   0.47452530490058042E-008  -0.154897180E-007
   0.47467937155801568E-008  -0.158606781E-007
   0.47483343821545093E-008  -0.161411435E-007
   0.47498750487288618E-008  -0.163325922E-007
   0.47514157153032144E-008  -0.163197456E-007
   0.47529563818775669E-008  -0.162527840E-007
   0.47544970484519194E-008  -0.165175607E-007
   0.47560377150262720E-008  -0.171669399E-007
   0.47575783816006245E-008  -0.177228685E-007
   0.47591190481749771E-008  -0.177896027E-007
   0.47606597147493296E-008  -0.175809873E-007
   0.47622003813236821E-008  -0.175515424E-007
   0.47637410478980347E-008  -0.177716402E-007
   0.47652817144723872E-008  -0.180247071E-007
   0.47668223810467397E-008  -0.182817530E-007
   0.47683630476210923E-008  -0.186506668E-007
   0.47699037141954448E-008  -0.189610319E-007
   0.47714443807697973E-008  -0.188762215E-007
   0.47729850473441499E-008  -0.184761575E-007
   0.47745257139185024E-008  -0.183280235E-007
   0.47760663804928549E-008  -0.187751539E-007
   0.47776070470672075E-008  -0.194503400E-007
   0.47791477136415600E-008  -0.197310328E-007
   0.47806883802159125E-008  -0.194838776E-007
   0.47822290467902651E-008  -0.191053005E-007
   0.47837697133646176E-008  -0.189797902E-007
   0.47853103799389701E-008  -0.191716936E-007
   0.47868510465133227E-008  -0.195497023E-007
   0.47883917130876752E-008  -0.199137276E-007
   0.47899323796620277E-008  -0.200275281E-007
   0.47914730462363803E-008  -0.197798045E-007
   0.47930137128107328E-008  -0.193771257E-007
   0.47945543793850853E-008  -0.192247853E-007
   0.47960950459594379E-008  -0.195236680E-007
