t              nodalLine_nextTo_Loop_Port2.fdtd_Bulk probe_port2_Jz_24_39_80__25_40_80.dat
   0.18873165535818540E-008   0.441906750E+000
   0.18888572201562065E-008   0.444084853E+000
   0.18903978867305590E-008   0.446266919E+000
   0.18919385533049116E-008   0.448452979E+000
   0.18934792198792641E-008   0.450643182E+000
   0.18950198864536166E-008   0.452837348E+000
   0.18965605530279692E-008   0.455035388E+000
   0.18981012196023217E-008   0.457237303E+000
   0.18996418861766742E-008   0.459443092E+000
   0.19011825527510268E-008   0.461652756E+000
   0.19027232193253793E-008   0.463866174E+000
   0.19042638858997318E-008   0.466083288E+000
   0.19058045524740844E-008   0.468304038E+000
   0.19073452190484369E-008   0.470528245E+000
   0.19088858856227894E-008   0.472756088E+000
   0.19104265521971420E-008   0.474987388E+000
   0.19119672187714945E-008   0.477222145E+000
   0.19135078853458470E-008   0.479460329E+000
   0.19150485519201996E-008   0.481701970E+000
   0.19165892184945521E-008   0.483946741E+000
   0.19181298850689046E-008   0.486194730E+000
   0.19196705516432572E-008   0.488446057E+000
   0.19212112182176097E-008   0.490700543E+000
   0.19227518847919622E-008   0.492958069E+000
   0.19242925513663148E-008   0.495218605E+000
   0.19258332179406673E-008   0.497482181E+000
   0.19273738845150198E-008   0.499748528E+000
   0.19289145510893724E-008   0.502017975E+000
   0.19304552176637249E-008   0.504290044E+000
   0.19319958842380774E-008   0.506564915E+000
   0.19335365508124300E-008   0.508842468E+000
   0.19350772173867825E-008   0.511122704E+000
   0.19366178839611350E-008   0.513405740E+000
   0.19381585505354876E-008   0.515691221E+000
   0.19396992171098401E-008   0.517979205E+000
   0.19412398836841926E-008   0.520269513E+000
   0.19427805502585452E-008   0.522562265E+000
   0.19443212168328977E-008   0.524857283E+000
   0.19458618834072502E-008   0.527154684E+000
   0.19474025499816028E-008   0.529453993E+000
   0.19489432165559553E-008   0.531755567E+000
   0.19504838831303078E-008   0.534059286E+000
   0.19520245497046604E-008   0.536364973E+000
   0.19535652162790129E-008   0.538672686E+000
   0.19551058828533655E-008   0.540982366E+000
   0.19566465494277180E-008   0.543293834E+000
   0.19581872160020705E-008   0.545606971E+000
   0.19597278825764231E-008   0.547921896E+000
   0.19612685491507756E-008   0.550238490E+000
   0.19628092157251281E-008   0.552556694E+000
   0.19643498822994807E-008   0.554876387E+000
   0.19658905488738332E-008   0.557197630E+000
   0.19674312154481857E-008   0.559520125E+000
   0.19689718820225383E-008   0.561843932E+000
   0.19705125485968908E-008   0.564169168E+000
   0.19720532151712433E-008   0.566495717E+000
   0.19735938817455959E-008   0.568823397E+000
   0.19751345483199484E-008   0.571152091E+000
   0.19766752148943009E-008   0.573481798E+000
   0.19782158814686535E-008   0.575812280E+000
   0.19797565480430060E-008   0.578143835E+000
   0.19812972146173585E-008   0.580476165E+000
   0.19828378811917111E-008   0.582809269E+000
   0.19843785477660636E-008   0.585143089E+000
   0.19859192143404161E-008   0.587477684E+000
   0.19874598809147687E-008   0.589812756E+000
   0.19890005474891212E-008   0.592148185E+000
   0.19905412140634737E-008   0.594484091E+000
   0.19920818806378263E-008   0.596820354E+000
   0.19936225472121788E-008   0.599156916E+000
   0.19951632137865313E-008   0.601493716E+000
   0.19967038803608839E-008   0.603830636E+000
   0.19982445469352364E-008   0.606167555E+000
   0.19997852135095889E-008   0.608504713E+000
   0.20013258800839415E-008   0.610841811E+000
   0.20028665466582940E-008   0.613178611E+000
   0.20044072132326465E-008   0.615515292E+000
   0.20059478798069991E-008   0.617851734E+000
   0.20074885463813516E-008   0.620187879E+000
   0.20090292129557041E-008   0.622523487E+000
   0.20105698795300567E-008   0.624858618E+000
   0.20121105461044092E-008   0.627193213E+000
   0.20136512126787617E-008   0.629527211E+000
   0.20151918792531143E-008   0.631860614E+000
   0.20167325458274668E-008   0.634193182E+000
   0.20182732124018193E-008   0.636524856E+000
   0.20198138789761719E-008   0.638855755E+000
   0.20213545455505244E-008   0.641185760E+000
   0.20228952121248769E-008   0.643514633E+000
   0.20244358786992295E-008   0.645842254E+000
   0.20259765452735820E-008   0.648168623E+000
   0.20275172118479345E-008   0.650493741E+000
   0.20290578784222871E-008   0.652817488E+000
   0.20305985449966396E-008   0.655140042E+000
   0.20321392115709921E-008   0.657461047E+000
   0.20336798781453447E-008   0.659780383E+000
   0.20352205447196972E-008   0.662098050E+000
   0.20367612112940497E-008   0.664414048E+000
   0.20383018778684023E-008   0.666728377E+000
   0.20398425444427548E-008   0.669040680E+000
   0.20413832110171073E-008   0.671351135E+000
   0.20429238775914599E-008   0.673659503E+000
   0.20444645441658124E-008   0.675965786E+000
   0.20460052107401649E-008   0.678269804E+000
   0.20475458773145175E-008   0.680571675E+000
   0.20490865438888700E-008   0.682871163E+000
   0.20506272104632225E-008   0.685168386E+000
   0.20521678770375751E-008   0.687463045E+000
   0.20537085436119276E-008   0.689755142E+000
   0.20552492101862802E-008   0.692044616E+000
   0.20567898767606327E-008   0.694331527E+000
   0.20583305433349852E-008   0.696615636E+000
   0.20598712099093378E-008   0.698896766E+000
   0.20614118764836903E-008   0.701174974E+000
   0.20629525430580428E-008   0.703450203E+000
   0.20644932096323954E-008   0.705722213E+000
   0.20660338762067479E-008   0.707991183E+000
   0.20675745427811004E-008   0.710256875E+000
   0.20691152093554530E-008   0.712519228E+000
   0.20706558759298055E-008   0.714778185E+000
   0.20721965425041580E-008   0.717033863E+000
   0.20737372090785106E-008   0.719285846E+000
   0.20752778756528631E-008   0.721534133E+000
   0.20768185422272156E-008   0.723778605E+000
   0.20783592088015682E-008   0.726019382E+000
   0.20798998753759207E-008   0.728256226E+000
   0.20814405419502732E-008   0.730489254E+000
   0.20829812085246258E-008   0.732718229E+000
   0.20845218750989783E-008   0.734943151E+000
   0.20860625416733308E-008   0.737163782E+000
   0.20876032082476834E-008   0.739380181E+000
   0.20891438748220359E-008   0.741592288E+000
   0.20906845413963884E-008   0.743799865E+000
   0.20922252079707410E-008   0.746003091E+000
   0.20937658745450935E-008   0.748201609E+000
   0.20953065411194460E-008   0.750395417E+000
   0.20968472076937986E-008   0.752584636E+000
   0.20983878742681511E-008   0.754768968E+000
   0.20999285408425036E-008   0.756948411E+000
   0.21014692074168562E-008   0.759122968E+000
   0.21030098739912087E-008   0.761292458E+000
   0.21045505405655612E-008   0.763456702E+000
   0.21060912071399138E-008   0.765615940E+000
   0.21076318737142663E-008   0.767769814E+000
   0.21091725402886188E-008   0.769918323E+000
   0.21107132068629714E-008   0.772061110E+000
   0.21122538734373239E-008   0.774198651E+000
   0.21137945400116764E-008   0.776330471E+000
   0.21153352065860290E-008   0.778456569E+000
   0.21168758731603815E-008   0.780577064E+000
   0.21184165397347340E-008   0.782691836E+000
   0.21199572063090866E-008   0.784800410E+000
   0.21214978728834391E-008   0.786903024E+000
   0.21230385394577916E-008   0.788999796E+000
   0.21245792060321442E-008   0.791090250E+000
   0.21261198726064967E-008   0.793174326E+000
   0.21276605391808492E-008   0.795252204E+000
   0.21292012057552018E-008   0.797323704E+000
   0.21307418723295543E-008   0.799388707E+000
   0.21322825389039068E-008   0.801447272E+000
   0.21338232054782594E-008   0.803499341E+000
   0.21353638720526119E-008   0.805544376E+000
   0.21369045386269644E-008   0.807582736E+000
   0.21384452052013170E-008   0.809614182E+000
   0.21399858717756695E-008   0.811638892E+000
   0.21415265383500220E-008   0.813656569E+000
   0.21430672049243746E-008   0.815667212E+000
   0.21446078714987271E-008   0.817670465E+000
   0.21461485380730796E-008   0.819666386E+000
   0.21476892046474322E-008   0.821655154E+000
   0.21492298712217847E-008   0.823636591E+000
   0.21507705377961372E-008   0.825610399E+000
   0.21523112043704898E-008   0.827576816E+000
   0.21538518709448423E-008   0.829535484E+000
   0.21553925375191949E-008   0.831486464E+000
   0.21569332040935474E-008   0.833429933E+000
   0.21584738706678999E-008   0.835365415E+000
   0.21600145372422525E-008   0.837292910E+000
   0.21615552038166050E-008   0.839212179E+000
   0.21630958703909575E-008   0.841123462E+000
   0.21646365369653101E-008   0.843026638E+000
   0.21661772035396626E-008   0.844921589E+000
   0.21677178701140151E-008   0.846808255E+000
   0.21692585366883677E-008   0.848686576E+000
   0.21707992032627202E-008   0.850556493E+000
   0.21723398698370727E-008   0.852417827E+000
   0.21738805364114253E-008   0.854270577E+000
   0.21754212029857778E-008   0.856114626E+000
   0.21769618695601303E-008   0.857949853E+000
   0.21785025361344829E-008   0.859776378E+000
   0.21800432027088354E-008   0.861593783E+000
   0.21815838692831879E-008   0.863402188E+000
   0.21831245358575405E-008   0.865201712E+000
   0.21846652024318930E-008   0.866992116E+000
   0.21862058690062455E-008   0.868773341E+000
   0.21877465355805981E-008   0.870545387E+000
   0.21892872021549506E-008   0.872308016E+000
   0.21908278687293031E-008   0.874061227E+000
   0.21923685353036557E-008   0.875805140E+000
   0.21939092018780082E-008   0.877539396E+000
   0.21954498684523607E-008   0.879263878E+000
   0.21969905350267133E-008   0.880978644E+000
   0.21985312016010658E-008   0.882683754E+000
   0.22000718681754183E-008   0.884379089E+000
   0.22016125347497709E-008   0.886064589E+000
   0.22031532013241234E-008   0.887740254E+000
   0.22046938678984759E-008   0.889405608E+000
   0.22062345344728285E-008   0.891060889E+000
   0.22077752010471810E-008   0.892706156E+000
   0.22093158676215335E-008   0.894340992E+000
   0.22108565341958861E-008   0.895965695E+000
   0.22123972007702386E-008   0.897580028E+000
   0.22139378673445911E-008   0.899183869E+000
   0.22154785339189437E-008   0.900777102E+000
   0.22170192004932962E-008   0.902359843E+000
   0.22185598670676487E-008   0.903931856E+000
   0.22201005336420013E-008   0.905493259E+000
   0.22216412002163538E-008   0.907043993E+000
   0.22231818667907063E-008   0.908583879E+000
   0.22247225333650589E-008   0.910112977E+000
   0.22262631999394114E-008   0.911630988E+000
   0.22278038665137639E-008   0.913137913E+000
   0.22293445330881165E-008   0.914633751E+000
   0.22308851996624690E-008   0.916118503E+000
   0.22324258662368215E-008   0.917591929E+000
   0.22339665328111741E-008   0.919054151E+000
   0.22355071993855266E-008   0.920505106E+000
   0.22370478659598791E-008   0.921944618E+000
   0.22385885325342317E-008   0.923372746E+000
   0.22401291991085842E-008   0.924789429E+000
   0.22416698656829367E-008   0.926194549E+000
   0.22432105322572893E-008   0.927587867E+000
   0.22447511988316418E-008   0.928969562E+000
   0.22462918654059943E-008   0.930339396E+000
   0.22478325319803469E-008   0.931697488E+000
   0.22493731985546994E-008   0.933043659E+000
   0.22509138651290519E-008   0.934378028E+000
   0.22524545317034045E-008   0.935700476E+000
   0.22539951982777570E-008   0.937010884E+000
   0.22555358648521096E-008   0.938309073E+000
   0.22570765314264621E-008   0.939595103E+000
   0.22586171980008146E-008   0.940869033E+000
   0.22601578645751672E-008   0.942130685E+000
   0.22616985311495197E-008   0.943380117E+000
   0.22632391977238722E-008   0.944617033E+000
   0.22647798642982248E-008   0.945841551E+000
   0.22663205308725773E-008   0.947053611E+000
   0.22678611974469298E-008   0.948253095E+000
   0.22694018640212824E-008   0.949440002E+000
   0.22709425305956349E-008   0.950614393E+000
   0.22724831971699874E-008   0.951776028E+000
   0.22740238637443400E-008   0.952925146E+000
   0.22755645303186925E-008   0.954061389E+000
   0.22771051968930450E-008   0.955184817E+000
   0.22786458634673976E-008   0.956295431E+000
   0.22801865300417501E-008   0.957393050E+000
   0.22817271966161026E-008   0.958477616E+000
   0.22832678631904552E-008   0.959549189E+000
   0.22848085297648077E-008   0.960607767E+000
   0.22863491963391602E-008   0.961653233E+000
   0.22878898629135128E-008   0.962685347E+000
   0.22894305294878653E-008   0.963704467E+000
   0.22909711960622178E-008   0.964710355E+000
   0.22925118626365704E-008   0.965703011E+000
   0.22940525292109229E-008   0.966682374E+000
   0.22955931957852754E-008   0.967648327E+000
   0.22971338623596280E-008   0.968600810E+000
   0.22986745289339805E-008   0.969539762E+000
   0.23002151955083330E-008   0.970465302E+000
   0.23017558620826856E-008   0.971377254E+000
   0.23032965286570381E-008   0.972275674E+000
   0.23048371952313906E-008   0.973160565E+000
   0.23063778618057432E-008   0.974031806E+000
   0.23079185283800957E-008   0.974889278E+000
   0.23094591949544482E-008   0.975733042E+000
   0.23109998615288008E-008   0.976563036E+000
   0.23125405281031533E-008   0.977379322E+000
   0.23140811946775058E-008   0.978181720E+000
   0.23156218612518584E-008   0.978970170E+000
   0.23171625278262109E-008   0.979744613E+000
   0.23187031944005634E-008   0.980505288E+000
   0.23202438609749160E-008   0.981251955E+000
   0.23217845275492685E-008   0.981984794E+000
   0.23233251941236210E-008   0.982703388E+000
   0.23248658606979736E-008   0.983407974E+000
   0.23264065272723261E-008   0.984098375E+000
   0.23279471938466786E-008   0.984774709E+000
   0.23294878604210312E-008   0.985436976E+000
   0.23310285269953837E-008   0.986084998E+000
   0.23325691935697362E-008   0.986718714E+000
   0.23341098601440888E-008   0.987338185E+000
   0.23356505267184413E-008   0.987943530E+000
   0.23371911932927938E-008   0.988534451E+000
   0.23387318598671464E-008   0.989111006E+000
   0.23402725264414989E-008   0.989673257E+000
   0.23418131930158514E-008   0.990221262E+000
   0.23433538595902040E-008   0.990754843E+000
   0.23448945261645565E-008   0.991273880E+000
   0.23464351927389090E-008   0.991778612E+000
   0.23479758593132616E-008   0.992268682E+000
   0.23495165258876141E-008   0.992744327E+000
   0.23510571924619666E-008   0.993205428E+000
   0.23525978590363192E-008   0.993652105E+000
   0.23541385256106717E-008   0.994084120E+000
   0.23556791921850243E-008   0.994501710E+000
   0.23572198587593768E-008   0.994904697E+000
   0.23587605253337293E-008   0.995292902E+000
   0.23603011919080819E-008   0.995666504E+000
   0.23618418584824344E-008   0.996025562E+000
   0.23633825250567869E-008   0.996369958E+000
   0.23649231916311395E-008   0.996699572E+000
   0.23664638582054920E-008   0.997014642E+000
   0.23680045247798445E-008   0.997314930E+000
   0.23695451913541971E-008   0.997600496E+000
   0.23710858579285496E-008   0.997871399E+000
   0.23726265245029021E-008   0.998127580E+000
   0.23741671910772547E-008   0.998368979E+000
   0.23757078576516072E-008   0.998595536E+000
   0.23772485242259597E-008   0.998807311E+000
   0.23787891908003123E-008   0.999004483E+000
   0.23803298573746648E-008   0.999186814E+000
   0.23818705239490173E-008   0.999354243E+000
   0.23834111905233699E-008   0.999506891E+000
   0.23849518570977224E-008   0.999644816E+000
   0.23864925236720749E-008   0.999767840E+000
   0.23880331902464275E-008   0.999876022E+000
   0.23895738568207800E-008   0.999969363E+000
   0.23911145233951325E-008   0.100004804E+001
   0.23926551899694851E-008   0.100011170E+001
   0.23941958565438376E-008   0.100016057E+001
   0.23957365231181901E-008   0.100019455E+001
   0.23972771896925427E-008   0.100021386E+001
   0.23988178562668952E-008   0.100021815E+001
   0.24003585228412477E-008   0.100020754E+001
   0.24018991894156003E-008   0.100018227E+001
   0.24034398559899528E-008   0.100014210E+001
   0.24049805225643053E-008   0.100008726E+001
   0.24065211891386579E-008   0.100001729E+001
   0.24080618557130104E-008   0.999932528E+000
   0.24096025222873629E-008   0.999832988E+000
   0.24111431888617155E-008   0.999718606E+000
   0.24126838554360680E-008   0.999589443E+000
   0.24142245220104205E-008   0.999445498E+000
   0.24157651885847731E-008   0.999286652E+000
   0.24173058551591256E-008   0.999113023E+000
   0.24188465217334781E-008   0.998924613E+000
   0.24203871883078307E-008   0.998721421E+000
   0.24219278548821832E-008   0.998503447E+000
   0.24234685214565357E-008   0.998270750E+000
   0.24250091880308883E-008   0.998023212E+000
   0.24265498546052408E-008   0.997761011E+000
   0.24280905211795933E-008   0.997484088E+000
   0.24296311877539459E-008   0.997192383E+000
   0.24311718543282984E-008   0.996885836E+000
   0.24327125209026509E-008   0.996564746E+000
   0.24342531874770035E-008   0.996229053E+000
   0.24357938540513560E-008   0.995878637E+000
   0.24373345206257085E-008   0.995513499E+000
   0.24388751872000611E-008   0.995133698E+000
   0.24404158537744136E-008   0.994739175E+000
   0.24419565203487661E-008   0.994330287E+000
   0.24434971869231187E-008   0.993906856E+000
   0.24450378534974712E-008   0.993468761E+000
   0.24465785200718237E-008   0.993016005E+000
   0.24481191866461763E-008   0.992548883E+000
   0.24496598532205288E-008   0.992067337E+000
   0.24512005197948813E-008   0.991571069E+000
   0.24527411863692339E-008   0.991060376E+000
   0.24542818529435864E-008   0.990535259E+000
   0.24558225195179390E-008   0.989995778E+000
   0.24573631860922915E-008   0.989441991E+000
   0.24589038526666440E-008   0.988873720E+000
   0.24604445192409966E-008   0.988291323E+000
   0.24619851858153491E-008   0.987694263E+000
   0.24635258523897016E-008   0.987083077E+000
   0.24650665189640542E-008   0.986457705E+000
   0.24666071855384067E-008   0.985818028E+000
   0.24681478521127592E-008   0.985164165E+000
   0.24696885186871118E-008   0.984496117E+000
   0.24712291852614643E-008   0.983813763E+000
   0.24727698518358168E-008   0.983117461E+000
   0.24743105184101694E-008   0.982407093E+000
   0.24758511849845219E-008   0.981682658E+000
   0.24773918515588744E-008   0.980944157E+000
   0.24789325181332270E-008   0.980191588E+000
   0.24804731847075795E-008   0.979425073E+000
   0.24820138512819320E-008   0.978644729E+000
   0.24835545178562846E-008   0.977850437E+000
   0.24850951844306371E-008   0.977042317E+000
   0.24866358510049896E-008   0.976220429E+000
   0.24881765175793422E-008   0.975384593E+000
   0.24897171841536947E-008   0.974535286E+000
   0.24912578507280472E-008   0.973672152E+000
   0.24927985173023998E-008   0.972795248E+000
   0.24943391838767523E-008   0.971904635E+000
   0.24958798504511048E-008   0.971000552E+000
   0.24974205170254574E-008   0.970082879E+000
   0.24989611835998099E-008   0.969151676E+000
   0.25005018501741624E-008   0.968207121E+000
   0.25020425167485150E-008   0.967249036E+000
   0.25035831833228675E-008   0.966277480E+000
   0.25051238498972200E-008   0.965292692E+000
   0.25066645164715726E-008   0.964294553E+000
   0.25082051830459251E-008   0.963283241E+000
   0.25097458496202776E-008   0.962258697E+000
   0.25112865161946302E-008   0.961220860E+000
   0.25128271827689827E-008   0.960169733E+000
   0.25143678493433352E-008   0.959105611E+000
   0.25159085159176878E-008   0.958028615E+000
   0.25174491824920403E-008   0.956938624E+000
   0.25189898490663928E-008   0.955835760E+000
   0.25205305156407454E-008   0.954719841E+000
   0.25220711822150979E-008   0.953591108E+000
   0.25236118487894504E-008   0.952449560E+000
   0.25251525153638030E-008   0.951295316E+000
   0.25266931819381555E-008   0.950128317E+000
   0.25282338485125080E-008   0.948948622E+000
   0.25297745150868606E-008   0.947756290E+000
   0.25313151816612131E-008   0.946551561E+000
   0.25328558482355656E-008   0.945334256E+000
   0.25343965148099182E-008   0.944104552E+000
   0.25359371813842707E-008   0.942862391E+000
   0.25374778479586232E-008   0.941607893E+000
   0.25390185145329758E-008   0.940341115E+000
   0.25405591811073283E-008   0.939062119E+000
   0.25420998476816808E-008   0.937770963E+000
   0.25436405142560334E-008   0.936467588E+000
   0.25451811808303859E-008   0.935152233E+000
   0.25467218474047384E-008   0.933824778E+000
   0.25482625139790910E-008   0.932485342E+000
   0.25498031805534435E-008   0.931134164E+000
   0.25513438471277960E-008   0.929771185E+000
   0.25528845137021486E-008   0.928396285E+000
   0.25544251802765011E-008   0.927009702E+000
   0.25559658468508537E-008   0.925611436E+000
   0.25575065134252062E-008   0.924201608E+000
   0.25590471799995587E-008   0.922780156E+000
   0.25605878465739113E-008   0.921347260E+000
   0.25621285131482638E-008   0.919902921E+000
   0.25636691797226163E-008   0.918447137E+000
   0.25652098462969689E-008   0.916980028E+000
   0.25667505128713214E-008   0.915501833E+000
   0.25682911794456739E-008   0.914012492E+000
   0.25698318460200265E-008   0.912511885E+000
   0.25713725125943790E-008   0.911000371E+000
   0.25729131791687315E-008   0.909477711E+000
   0.25744538457430841E-008   0.907944202E+000
   0.25759945123174366E-008   0.906399846E+000
   0.25775351788917891E-008   0.904844522E+000
   0.25790758454661417E-008   0.903278530E+000
   0.25806165120404942E-008   0.901701868E+000
   0.25821571786148467E-008   0.900114655E+000
   0.25836978451891993E-008   0.898516774E+000
   0.25852385117635518E-008   0.896908700E+000
   0.25867791783379043E-008   0.895290077E+000
   0.25883198449122569E-008   0.893661141E+000
   0.25898605114866094E-008   0.892021716E+000
   0.25914011780609619E-008   0.890372276E+000
   0.25929418446353145E-008   0.888712764E+000
   0.25944825112096670E-008   0.887043059E+000
   0.25960231777840195E-008   0.885363340E+000
   0.25975638443583721E-008   0.883673549E+000
   0.25991045109327246E-008   0.881973863E+000
   0.26006451775070771E-008   0.880264640E+000
   0.26021858440814297E-008   0.878545761E+000
   0.26037265106557822E-008   0.876817107E+000
   0.26052671772301347E-008   0.875078797E+000
   0.26068078438044873E-008   0.873330951E+000
   0.26083485103788398E-008   0.871573687E+000
   0.26098891769531923E-008   0.869807243E+000
   0.26114298435275449E-008   0.868031383E+000
   0.26129705101018974E-008   0.866246223E+000
   0.26145111766762499E-008   0.864451766E+000
   0.26160518432506025E-008   0.862648308E+000
   0.26175925098249550E-008   0.860835791E+000
   0.26191331763993075E-008   0.859014630E+000
   0.26206738429736601E-008   0.857184470E+000
   0.26222145095480126E-008   0.855345547E+000
   0.26237551761223651E-008   0.853497863E+000
   0.26252958426967177E-008   0.851641476E+000
   0.26268365092710702E-008   0.849776447E+000
   0.26283771758454227E-008   0.847903013E+000
   0.26299178424197753E-008   0.846020937E+000
   0.26314585089941278E-008   0.844130754E+000
   0.26329991755684803E-008   0.842232227E+000
   0.26345398421428329E-008   0.840325475E+000
   0.26360805087171854E-008   0.838410676E+000
   0.26376211752915379E-008   0.836487889E+000
   0.26391618418658905E-008   0.834557056E+000
   0.26407025084402430E-008   0.832618237E+000
   0.26422431750145955E-008   0.830671668E+000
   0.26437838415889481E-008   0.828717232E+000
   0.26453245081633006E-008   0.826755166E+000
   0.26468651747376531E-008   0.824785590E+000
   0.26484058413120057E-008   0.822808444E+000
   0.26499465078863582E-008   0.820823729E+000
   0.26514871744607107E-008   0.818831742E+000
   0.26530278410350633E-008   0.816832423E+000
   0.26545685076094158E-008   0.814825952E+000
   0.26561091741837684E-008   0.812812448E+000
   0.26576498407581209E-008   0.810791969E+000
   0.26591905073324734E-008   0.808764458E+000
   0.26607311739068260E-008   0.806729794E+000
   0.26622718404811785E-008   0.804688454E+000
   0.26638125070555310E-008   0.802640200E+000
   0.26653531736298836E-008   0.800585389E+000
   0.26668938402042361E-008   0.798524022E+000
   0.26684345067785886E-008   0.796456158E+000
   0.26699751733529412E-008   0.794381738E+000
   0.26715158399272937E-008   0.792301178E+000
   0.26730565065016462E-008   0.790214300E+000
   0.26745971730759988E-008   0.788121104E+000
   0.26761378396503513E-008   0.786021829E+000
   0.26776785062247038E-008   0.783916593E+000
   0.26792191727990564E-008   0.781805277E+000
   0.26807598393734089E-008   0.779688001E+000
   0.26823005059477614E-008   0.777564943E+000
   0.26838411725221140E-008   0.775436163E+000
   0.26853818390964665E-008   0.773301721E+000
   0.26869225056708190E-008   0.771161914E+000
   0.26884631722451716E-008   0.769016504E+000
   0.26900038388195241E-008   0.766865730E+000
   0.26915445053938766E-008   0.764709592E+000
   0.26930851719682292E-008   0.762548208E+000
   0.26946258385425817E-008   0.760381579E+000
   0.26961665051169342E-008   0.758209825E+000
   0.26977071716912868E-008   0.756033123E+000
   0.26992478382656393E-008   0.753851295E+000
   0.27007885048399918E-008   0.751664698E+000
   0.27023291714143444E-008   0.749473333E+000
   0.27038698379886969E-008   0.747277379E+000
   0.27054105045630494E-008   0.745076776E+000
   0.27069511711374020E-008   0.742871702E+000
   0.27084918377117545E-008   0.740662217E+000
   0.27100325042861070E-008   0.738448143E+000
   0.27115731708604596E-008   0.736229599E+000
   0.27131138374348121E-008   0.734007061E+000
   0.27146545040091646E-008   0.731780291E+000
   0.27161951705835172E-008   0.729549408E+000
   0.27177358371578697E-008   0.727314532E+000
   0.27192765037322222E-008   0.725075841E+000
   0.27208171703065748E-008   0.722833335E+000
   0.27223578368809273E-008   0.720587015E+000
   0.27238985034552798E-008   0.718336940E+000
   0.27254391700296324E-008   0.716083229E+000
   0.27269798366039849E-008   0.713826239E+000
   0.27285205031783374E-008   0.711565793E+000
   0.27300611697526900E-008   0.709301949E+000
   0.27316018363270425E-008   0.707034707E+000
   0.27331425029013950E-008   0.704764009E+000
   0.27346831694757476E-008   0.702490270E+000
   0.27362238360501001E-008   0.700213492E+000
   0.27377645026244526E-008   0.697934031E+000
   0.27393051691988052E-008   0.695651531E+000
   0.27408458357731577E-008   0.693366170E+000
   0.27423865023475102E-008   0.691078067E+000
   0.27439271689218628E-008   0.688787341E+000
   0.27454678354962153E-008   0.686493993E+000
   0.27470085020705678E-008   0.684198141E+000
   0.27485491686449204E-008   0.681899905E+000
   0.27500898352192729E-008   0.679598927E+000
   0.27516305017936254E-008   0.677295804E+000
   0.27531711683679780E-008   0.674990594E+000
   0.27547118349423305E-008   0.672683239E+000
   0.27562525015166831E-008   0.670373857E+000
   0.27577931680910356E-008   0.668062508E+000
   0.27593338346653881E-008   0.665749073E+000
   0.27608745012397407E-008   0.663433969E+000
   0.27624151678140932E-008   0.661117017E+000
   0.27639558343884457E-008   0.658798575E+000
   0.27654965009627983E-008   0.656478405E+000
   0.27670371675371508E-008   0.654156446E+000
   0.27685778341115033E-008   0.651833177E+000
   0.27701185006858559E-008   0.649508417E+000
   0.27716591672602084E-008   0.647182465E+000
   0.27731998338345609E-008   0.644855440E+000
   0.27747405004089135E-008   0.642527163E+000
   0.27762811669832660E-008   0.640197694E+000
   0.27778218335576185E-008   0.637867272E+000
   0.27793625001319711E-008   0.635535896E+000
   0.27809031667063236E-008   0.633203626E+000
   0.27824438332806761E-008   0.630870461E+000
   0.27839844998550287E-008   0.628536582E+000
   0.27855251664293812E-008   0.626201987E+000
   0.27870658330037337E-008   0.623866796E+000
   0.27886064995780863E-008   0.621531248E+000
   0.27901471661524388E-008   0.619195223E+000
   0.27916878327267913E-008   0.616858840E+000
   0.27932284993011439E-008   0.614522159E+000
   0.27947691658754964E-008   0.612185180E+000
   0.27963098324498489E-008   0.609847963E+000
   0.27978504990242015E-008   0.607510805E+000
   0.27993911655985540E-008   0.605173647E+000
   0.28009318321729065E-008   0.602836311E+000
   0.28024724987472591E-008   0.600499094E+000
   0.28040131653216116E-008   0.598162115E+000
   0.28055538318959641E-008   0.595825434E+000
   0.28070944984703167E-008   0.593489170E+000
   0.28086351650446692E-008   0.591153324E+000
   0.28101758316190217E-008   0.588817775E+000
   0.28117164981933743E-008   0.586482704E+000
   0.28132571647677268E-008   0.584148288E+000
   0.28147978313420793E-008   0.581814647E+000
   0.28163384979164319E-008   0.579481661E+000
   0.28178791644907844E-008   0.577149391E+000
   0.28194198310651369E-008   0.574817896E+000
   0.28209604976394895E-008   0.572487235E+000
   0.28225011642138420E-008   0.570157766E+000
   0.28240418307881945E-008   0.567829490E+000
   0.28255824973625471E-008   0.565502167E+000
   0.28271231639368996E-008   0.563176036E+000
   0.28286638305112521E-008   0.560851216E+000
   0.28302044970856047E-008   0.558527589E+000
   0.28317451636599572E-008   0.556205392E+000
   0.28332858302343097E-008   0.553884506E+000
   0.28348264968086623E-008   0.551565170E+000
   0.28363671633830148E-008   0.549247444E+000
   0.28379078299573673E-008   0.546931326E+000
   0.28394484965317199E-008   0.544616938E+000
   0.28409891631060724E-008   0.542304158E+000
   0.28425298296804249E-008   0.539993286E+000
   0.28440704962547775E-008   0.537684321E+000
   0.28456111628291300E-008   0.535377264E+000
   0.28471518294034825E-008   0.533072054E+000
   0.28486924959778351E-008   0.530769050E+000
   0.28502331625521876E-008   0.528468251E+000
   0.28517738291265401E-008   0.526169360E+000
   0.28533144957008927E-008   0.523872674E+000
   0.28548551622752452E-008   0.521578372E+000
   0.28563958288495978E-008   0.519286394E+000
   0.28579364954239503E-008   0.516996861E+000
   0.28594771619983028E-008   0.514709830E+000
   0.28610178285726554E-008   0.512425184E+000
