time	V(n001)	I(R1)
3.181415381048727e-05	4.516115e-03	4.446822e-08
3.227157474211731e-05	4.496729e-03	3.954868e-08
3.261233039293770e-05	4.484577e-03	3.216223e-08
3.282635042634677e-05	4.478440e-03	2.552799e-08
3.304037045975584e-05	4.473671e-03	1.904857e-08
3.325439049316491e-05	4.470272e-03	1.272398e-08
3.346841052657399e-05	4.468241e-03	6.554216e-09
3.368243055998306e-05	4.467579e-03	5.392789e-10
3.389645059339213e-05	4.468286e-03	-5.320832e-09
3.411047062680120e-05	4.470361e-03	-1.102612e-08
3.448431911699747e-05	4.475627e-03	-1.649148e-08
3.505100534245843e-05	4.485204e-03	-1.619281e-08
3.551995757559574e-05	4.490859e-03	-8.016747e-09
3.568292007301513e-05	4.491852e-03	-3.408620e-09
3.584588257043451e-05	4.491956e-03	1.471039e-09
3.600884506785390e-05	4.491170e-03	6.622229e-09
3.617180756527328e-05	4.489495e-03	1.204495e-08
3.633477006269267e-05	4.486929e-03	1.773921e-08
3.649773256011205e-05	4.483475e-03	2.370499e-08
3.666069505753144e-05	4.479131e-03	2.994231e-08
3.718936436971782e-05	4.458530e-03	4.668852e-08
3.741717118983849e-05	4.447205e-03	5.215824e-08
3.801900950475238e-05	4.413324e-03	5.910566e-08
3.829237768889717e-05	4.397277e-03	5.821535e-08
3.865686860109023e-05	4.376988e-03	5.367489e-08
3.923820430219328e-05	4.349827e-03	3.967073e-08
3.945669844327985e-05	4.342222e-03	3.238453e-08
3.967519258436643e-05	4.335820e-03	2.574006e-08
3.989368672545300e-05	4.330623e-03	1.973732e-08
4.011218086653957e-05	4.326629e-03	1.437630e-08
4.033067500762614e-05	4.323840e-03	9.657010e-09
4.054916914871272e-05	4.322254e-03	5.579450e-09
4.076766328979929e-05	4.321873e-03	2.143618e-09
4.099592510951673e-05	4.322273e-03	9.213861e-10
4.122418692923416e-05	4.321940e-03	1.192000e-09
4.145244874895159e-05	4.320876e-03	2.955459e-09
4.168071056866904e-05	4.319081e-03	6.211763e-09
4.190897238838647e-05	4.316554e-03	1.096091e-08
4.213723420810391e-05	4.313295e-03	1.720291e-08
4.236549602782134e-05	4.309305e-03	2.493775e-08
4.261463672803931e-05	4.301518e-03	3.447656e-08
4.286377742825729e-05	4.291910e-03	4.316051e-08
4.311291812847526e-05	4.280483e-03	5.098961e-08
4.336205882869323e-05	4.267237e-03	5.796386e-08
4.361119952891120e-05	4.252170e-03	6.408325e-08
4.386034022912918e-05	4.235284e-03	6.934779e-08
4.410948092934715e-05	4.216578e-03	7.375747e-08
4.463430047241350e-05	4.177312e-03	7.468019e-08
4.523243907285437e-05	4.135138e-03	6.578362e-08
4.546533674454075e-05	4.120604e-03	5.923385e-08
4.569823441622713e-05	4.107474e-03	5.292289e-08
4.593113208791351e-05	4.095750e-03	4.685075e-08
4.616402975959990e-05	4.085429e-03	4.101741e-08
4.639692743128628e-05	4.076514e-03	3.542288e-08
4.662982510297267e-05	4.069004e-03	3.006716e-08
4.686272277465905e-05	4.062898e-03	2.495024e-08
4.722275805564957e-05	4.054890e-03	2.102202e-08
4.748841978867839e-05	4.049303e-03	2.061797e-08
4.802401200600301e-05	4.036848e-03	2.632938e-08
4.859094276050172e-05	4.017947e-03	4.066109e-08
4.882034040135082e-05	4.007527e-03	4.869579e-08
4.904973804219992e-05	3.995495e-03	5.631111e-08
4.927913568304902e-05	3.981852e-03	6.350705e-08
4.950853332389811e-05	3.966597e-03	7.028361e-08
4.973793096474722e-05	3.949730e-03	7.664079e-08
4.996732860559631e-05	3.931252e-03	8.257859e-08
5.019672624644541e-05	3.911163e-03	8.809701e-08
5.042567790003512e-05	3.890529e-03	9.134841e-08
5.102551275637820e-05	3.835120e-03	9.243752e-08
5.166657738642939e-05	3.778812e-03	8.260979e-08
5.188597320645165e-05	3.761350e-03	7.679337e-08
5.210536902647391e-05	3.745094e-03	7.117596e-08
5.232476484649617e-05	3.730047e-03	6.575758e-08
5.254416066651844e-05	3.716207e-03	6.053821e-08
5.276355648654070e-05	3.703575e-03	5.551786e-08
5.298295230656296e-05	3.692150e-03	5.069653e-08
5.320234812658522e-05	3.681933e-03	4.607422e-08
5.343679461986108e-05	3.671430e-03	4.330115e-08
5.402701350675338e-05	3.646176e-03	4.314948e-08
5.430834929868441e-05	3.633471e-03	4.675989e-08
5.468346368792580e-05	3.614423e-03	5.460711e-08
5.620806891383937e-05	3.495428e-03	1.004338e-07
5.644814212295385e-05	3.470619e-03	1.057463e-07
5.702851425712856e-05	3.407103e-03	1.123773e-07
5.731660210806595e-05	3.374767e-03	1.119934e-07
5.770071924264912e-05	3.332500e-03	1.082545e-07
5.795200591485808e-05	3.305791e-03	1.028819e-07
5.820329258706705e-05	3.280546e-03	9.746559e-08
5.845457925927601e-05	3.256762e-03	9.200546e-08
5.870586593148497e-05	3.234441e-03	8.650153e-08
5.895715260369393e-05	3.213583e-03	8.095380e-08
5.920843927590289e-05	3.194187e-03	7.536227e-08
5.945972594811185e-05	3.176253e-03	6.972694e-08
6.003001500750376e-05	3.138073e-03	6.473210e-08
6.032501696686363e-05	3.118845e-03	6.567981e-08
6.071835291267681e-05	3.092058e-03	7.053096e-08
6.126651682511673e-05	3.049868e-03	8.328610e-08
6.153295239051311e-05	3.026205e-03	9.229185e-08
6.179938795590950e-05	3.000627e-03	1.005660e-07
6.206582352130589e-05	2.973135e-03	1.081086e-07
6.233225908670229e-05	2.943729e-03	1.149195e-07
6.259869465209867e-05	2.912408e-03	1.209988e-07
6.286513021749506e-05	2.879173e-03	1.263466e-07
6.313156578289145e-05	2.844023e-03	1.309627e-07
6.373186593296649e-05	2.764706e-03	1.322041e-07
6.427213606803402e-05	2.695037e-03	1.254037e-07
6.453512470520975e-05	2.662935e-03	1.191033e-07
6.479811334238548e-05	2.632266e-03	1.132011e-07
6.506110197956121e-05	2.603028e-03	1.076971e-07
6.532409061673695e-05	2.575222e-03	1.025913e-07
6.558707925391267e-05	2.548847e-03	9.788375e-08
6.585006789108841e-05	2.523904e-03	9.357435e-08
6.611305652826413e-05	2.500392e-03	8.966314e-08
6.659329664832411e-05	2.457705e-03	8.892972e-08
6.722561280640320e-05	2.399089e-03	9.705603e-08
6.903451725862932e-05	2.179088e-03	1.455887e-07
6.948274137068637e-05	2.112061e-03	1.524396e-07
7.011505752876005e-05	2.015077e-03	1.534520e-07
7.059529764879401e-05	1.942642e-03	1.479351e-07
7.083541770887307e-05	1.907736e-03	1.428407e-07
7.107553776895212e-05	1.873997e-03	1.378991e-07
7.131565782903119e-05	1.841427e-03	1.331103e-07
7.155577788911024e-05	1.810024e-03	1.284743e-07
7.179589794918930e-05	1.779790e-03	1.239911e-07
7.203601800926835e-05	1.750723e-03	1.196608e-07
7.227613806934742e-05	1.722825e-03	1.154832e-07
7.259629814980460e-05	1.686309e-03	1.130151e-07
7.322861430740389e-05	1.614340e-03	1.154828e-07
7.399699850050114e-05	1.520160e-03	1.306208e-07
7.428857285893023e-05	1.480167e-03	1.400496e-07
7.458014721735931e-05	1.438217e-03	1.484874e-07
7.487172157578840e-05	1.394309e-03	1.559342e-07
7.516329593421749e-05	1.348444e-03	1.623900e-07
7.545487029264658e-05	1.300621e-03	1.678547e-07
7.574644465107566e-05	1.250841e-03	1.723284e-07
7.603801900950475e-05	1.199103e-03	1.758112e-07
7.659829957007804e-05	1.100678e-03	1.745761e-07
7.723061545182637e-05	9.930559e-04	1.654204e-07
7.751647215124588e-05	9.471603e-04	1.585516e-07
7.780232885066538e-05	9.025220e-04	1.526312e-07
7.808818555008489e-05	8.591409e-04	1.476592e-07
7.837404224950440e-05	8.170171e-04	1.436357e-07
7.865989894892391e-05	7.761505e-04	1.405606e-07
7.894575564834340e-05	7.365412e-04	1.384339e-07
7.923161234776291e-05	6.981891e-04	1.372557e-07
7.948773579827353e-05	6.628271e-04	1.388529e-07
8.012009463142550e-05	5.718669e-04	1.489511e-07
8.040582826928092e-05	5.280501e-04	1.571154e-07
8.069156190713633e-05	4.822204e-04	1.647784e-07
8.097729554499175e-05	4.343779e-04	1.719402e-07
8.126302918284716e-05	3.845225e-04	1.786008e-07
8.154876282070259e-05	3.326543e-04	1.847602e-07
8.183449645855800e-05	2.787732e-04	1.904184e-07
8.212023009641342e-05	2.228792e-04	1.955753e-07
8.259548761336318e-05	1.291363e-04	1.982093e-07
8.323162376716011e-05	4.274344e-06	1.936368e-07
8.352459898592479e-05	-5.159988e-05	1.878293e-07
8.381757420468948e-05	-1.060063e-04	1.824304e-07
8.411054942345417e-05	-1.589449e-04	1.774403e-07
8.440352464221884e-05	-2.104156e-04	1.728588e-07
8.469649986098353e-05	-2.604185e-04	1.686859e-07
8.498947507974821e-05	-3.089536e-04	1.649218e-07
8.528245029851290e-05	-3.560209e-04	1.615662e-07
8.560235568235633e-05	-4.076976e-04	1.615113e-07
8.623496474106145e-05	-5.117554e-04	1.681171e-07
8.652136773294702e-05	-5.606785e-04	1.748676e-07
8.680777072483259e-05	-6.116026e-04	1.815615e-07
8.709417371671815e-05	-6.645277e-04	1.881989e-07
8.738057670860373e-05	-7.194538e-04	1.947798e-07
8.766697970048930e-05	-7.763809e-04	2.013041e-07
8.795338269237486e-05	-8.353090e-04	2.077718e-07
8.823978568426043e-05	-8.962381e-04	2.141830e-07
8.902284037728011e-05	-1.066733e-03	2.196533e-07
8.931972437824551e-05	-1.132295e-03	2.169583e-07
8.961660837921090e-05	-1.196447e-03	2.137295e-07
8.991349238017631e-05	-1.259188e-03	2.099670e-07
9.021037638114171e-05	-1.320518e-03	2.056709e-07
9.050726038210712e-05	-1.380438e-03	2.008410e-07
9.080414438307251e-05	-1.438947e-03	1.954774e-07
9.110102838403791e-05	-1.496045e-03	1.895802e-07
9.143406211998111e-05	-1.558502e-03	1.859594e-07
9.213483200775728e-05	-1.688300e-03	1.857286e-07
9.266768598526642e-05	-1.788970e-03	1.925038e-07
9.444488781496271e-05	-2.167546e-03	2.327731e-07
9.513846417404250e-05	-2.331980e-03	2.399607e-07
9.568410664701185e-05	-2.462731e-03	2.386440e-07
9.593722531295513e-05	-2.522918e-03	2.353106e-07
9.619034397889842e-05	-2.582062e-03	2.317824e-07
9.644346264484171e-05	-2.640164e-03	2.280596e-07
9.669658131078500e-05	-2.697224e-03	2.241420e-07
9.694969997672828e-05	-2.753242e-03	2.200298e-07
9.720281864267158e-05	-2.808218e-03	2.157228e-07
9.745593730861486e-05	-2.862151e-03	2.112212e-07
9.814214749430955e-05	-3.005114e-03	2.065238e-07
9.870088538663017e-05	-3.121163e-03	2.096013e-07
9.895321832741238e-05	-3.174263e-03	2.136998e-07
9.920555126819460e-05	-3.228733e-03	2.181729e-07
9.945788420897681e-05	-3.284574e-03	2.230206e-07
9.971021714975901e-05	-3.341786e-03	2.282429e-07
9.996255009054122e-05	-3.400367e-03	2.338398e-07
1.002148830313234e-04	-3.460319e-03	2.398113e-07
1.004672159721056e-04	-3.521641e-03	2.461574e-07
1.011458831962540e-04	-3.692711e-03	2.567315e-07
1.017180307979903e-04	-3.840550e-03	2.590902e-07
1.019695591562076e-04	-3.905929e-03	2.573700e-07
1.022210875144249e-04	-3.970419e-03	2.551133e-07
1.024726158726421e-04	-4.034020e-03	2.523200e-07
1.027241442308594e-04	-4.096733e-03	2.489902e-07
1.029756725890767e-04	-4.158557e-03	2.451238e-07
1.032272009472940e-04	-4.219492e-03	2.407209e-07
1.034787293055112e-04	-4.279539e-03	2.357815e-07
1.038732690960658e-04	-4.368871e-03	2.304247e-07
1.042678088866205e-04	-4.459151e-03	2.275960e-07
1.046623486771751e-04	-4.550376e-03	2.272954e-07
1.050568884677297e-04	-4.642548e-03	2.295228e-07
1.054514282582843e-04	-4.735666e-03	2.342784e-07
1.058459680488390e-04	-4.829730e-03	2.415620e-07
1.062405078393936e-04	-4.924741e-03	2.513737e-07
1.067065042402728e-04	-5.048384e-03	2.622442e-07
1.071725006411521e-04	-5.172445e-03	2.698246e-07
1.076384970420314e-04	-5.296922e-03	2.741148e-07
1.081044934429106e-04	-5.421817e-03	2.751150e-07
1.085704898437899e-04	-5.547130e-03	2.728249e-07
1.090364862446691e-04	-5.672859e-03	2.672448e-07
1.095024826455484e-04	-5.799006e-03	2.583745e-07
1.099795588531807e-04	-5.916093e-03	2.507525e-07
1.104566350608130e-04	-6.034309e-03	2.463349e-07
1.109337112684454e-04	-6.153654e-03	2.451216e-07
1.114107874760777e-04	-6.274127e-03	2.471127e-07
1.118878636837101e-04	-6.395730e-03	2.523081e-07
1.123649398913424e-04	-6.518462e-03	2.607079e-07
1.128420160989747e-04	-6.642322e-03	2.723120e-07
1.132734967367482e-04	-6.764978e-03	2.805458e-07
1.137049773745217e-04	-6.887504e-03	2.860374e-07
1.141364580122952e-04	-7.009901e-03	2.887869e-07
1.145679386500687e-04	-7.132169e-03	2.887943e-07
1.149994192878422e-04	-7.254308e-03	2.860595e-07
1.154308999256157e-04	-7.376318e-03	2.805826e-07
1.158623805633892e-04	-7.498198e-03	2.723636e-07
1.163316749177691e-04	-7.620204e-03	2.648478e-07
1.168009692721490e-04	-7.743115e-03	2.603605e-07
1.172702636265289e-04	-7.866933e-03	2.589017e-07
1.177395579809089e-04	-7.991657e-03	2.604714e-07
1.182088523352888e-04	-8.117287e-03	2.650696e-07
1.186781466896687e-04	-8.243824e-03	2.726963e-07
1.191474410440487e-04	-8.371267e-03	2.833515e-07
1.196022486041640e-04	-8.505698e-03	2.914622e-07
1.200570561642794e-04	-8.639779e-03	2.967390e-07
1.205118637243948e-04	-8.773510e-03	2.991817e-07
1.209666712845101e-04	-8.906891e-03	2.987905e-07
1.214214788446255e-04	-9.039922e-03	2.955653e-07
1.218762864047408e-04	-9.172603e-03	2.895062e-07
1.223310939648562e-04	-9.304933e-03	2.806131e-07
1.227608057181656e-04	-9.421151e-03	2.741358e-07
1.231905174714749e-04	-9.537946e-03	2.701874e-07
1.236202292247843e-04	-9.655318e-03	2.687680e-07
1.240499409780937e-04	-9.773268e-03	2.698776e-07
1.244796527314030e-04	-9.891794e-03	2.735161e-07
1.249093644847124e-04	-1.001090e-02	2.796835e-07
1.253390762380218e-04	-1.013058e-02	2.883799e-07
1.258227496521190e-04	-1.027620e-02	2.969290e-07
1.263064230662163e-04	-1.042147e-02	3.025018e-07
1.267900964803136e-04	-1.056641e-02	3.050983e-07
1.272737698944108e-04	-1.071100e-02	3.047183e-07
1.277574433085081e-04	-1.085525e-02	3.013621e-07
1.282411167226054e-04	-1.099917e-02	2.950294e-07
1.287247901367026e-04	-1.114274e-02	2.857205e-07
1.291558414145986e-04	-1.126156e-02	2.795431e-07
1.295868926924946e-04	-1.138095e-02	2.757503e-07
1.300179439703906e-04	-1.150089e-02	2.743421e-07
1.304489952482866e-04	-1.162139e-02	2.753185e-07
1.308800465261825e-04	-1.174246e-02	2.786795e-07
1.313110978040785e-04	-1.186408e-02	2.844252e-07
1.317421490819745e-04	-1.198626e-02	2.925554e-07
1.322285159570785e-04	-1.213445e-02	2.999995e-07
1.327148828321825e-04	-1.228191e-02	3.046134e-07
1.332012497072865e-04	-1.242865e-02	3.063971e-07
1.336876165823904e-04	-1.257465e-02	3.053507e-07
1.341739834574944e-04	-1.271992e-02	3.014741e-07
1.346603503325984e-04	-1.286447e-02	2.947673e-07
1.351467172077023e-04	-1.300829e-02	2.852303e-07
1.355984939747861e-04	-1.313255e-02	2.793643e-07
1.360502707418698e-04	-1.325756e-02	2.758447e-07
1.365020475089536e-04	-1.338333e-02	2.746716e-07
1.369538242760374e-04	-1.350984e-02	2.758449e-07
1.374056010431211e-04	-1.363710e-02	2.793647e-07
1.378573778102049e-04	-1.376511e-02	2.852310e-07
1.383091545772886e-04	-1.389388e-02	2.934438e-07
1.387676695490602e-04	-1.403290e-02	2.986479e-07
1.392261845208319e-04	-1.417083e-02	3.014627e-07
1.396846994926035e-04	-1.430766e-02	3.018882e-07
1.401432144643752e-04	-1.444338e-02	2.999242e-07
1.406017294361468e-04	-1.457801e-02	2.955709e-07
1.410602444079185e-04	-1.471153e-02	2.888282e-07
1.415187593796901e-04	-1.484395e-02	2.796961e-07
1.419635532052005e-04	-1.496423e-02	2.738776e-07
1.424083470307108e-04	-1.508493e-02	2.702175e-07
1.428531408562212e-04	-1.520608e-02	2.687156e-07
1.432979346817316e-04	-1.532766e-02	2.693721e-07
1.437427285072419e-04	-1.544967e-02	2.721869e-07
1.441875223327523e-04	-1.557212e-02	2.771600e-07
1.446323161582627e-04	-1.569501e-02	2.842914e-07
1.450450939752130e-04	-1.581559e-02	2.889271e-07
1.454578717921633e-04	-1.593550e-02	2.915237e-07
1.458706496091137e-04	-1.605474e-02	2.920810e-07
1.462834274260640e-04	-1.617331e-02	2.905992e-07
1.466962052430143e-04	-1.629120e-02	2.870783e-07
1.471089830599647e-04	-1.640842e-02	2.815182e-07
1.475217608769150e-04	-1.652497e-02	2.739189e-07
1.480294432900535e-04	-1.665807e-02	2.656031e-07
1.485371257031920e-04	-1.679107e-02	2.598631e-07
1.490448081163305e-04	-1.692398e-02	2.566990e-07
1.495524905294690e-04	-1.705678e-02	2.561106e-07
1.500601729426075e-04	-1.718950e-02	2.580981e-07
1.505678553557459e-04	-1.732211e-02	2.626614e-07
1.510755377688844e-04	-1.745462e-02	2.698004e-07
1.515157280429658e-04	-1.757669e-02	2.732568e-07
1.519559183170471e-04	-1.769742e-02	2.746553e-07
1.523961085911284e-04	-1.781682e-02	2.739960e-07
1.528362988652098e-04	-1.793489e-02	2.712789e-07
1.532764891392911e-04	-1.805164e-02	2.665040e-07
1.537166794133725e-04	-1.816705e-02	2.596713e-07
1.541568696874538e-04	-1.828114e-02	2.507808e-07
1.546034119009963e-04	-1.838904e-02	2.439773e-07
1.550499541145388e-04	-1.849674e-02	2.392050e-07
1.554964963280813e-04	-1.860424e-02	2.364639e-07
1.559430385416238e-04	-1.871153e-02	2.357539e-07
1.563895807551663e-04	-1.881863e-02	2.370751e-07
1.568361229687088e-04	-1.892552e-02	2.404275e-07
1.572826651822513e-04	-1.903221e-02	2.458111e-07
1.577519651372471e-04	-1.915134e-02	2.492461e-07
1.582212650922428e-04	-1.926884e-02	2.504834e-07
1.586905650472386e-04	-1.938469e-02	2.495231e-07
1.591598650022344e-04	-1.949890e-02	2.463650e-07
1.596291649572301e-04	-1.961147e-02	2.410093e-07
1.600984649122259e-04	-1.972240e-02	2.334559e-07
1.605677648672217e-04	-1.983169e-02	2.237049e-07
1.609982228881800e-04	-1.992441e-02	2.170699e-07
1.614286809091383e-04	-2.001669e-02	2.122505e-07
1.618591389300967e-04	-2.010851e-02	2.092469e-07
1.622895969510550e-04	-2.019988e-02	2.080589e-07
1.627200549720133e-04	-2.029080e-02	2.086866e-07
1.631505129929717e-04	-2.038127e-02	2.111300e-07
1.635809710139300e-04	-2.047129e-02	2.153891e-07
1.640114691676757e-04	-2.056680e-02	2.183308e-07
1.644419673214215e-04	-2.066107e-02	2.193601e-07
1.648724654751672e-04	-2.075410e-02	2.184771e-07
1.653029636289129e-04	-2.084591e-02	2.156817e-07
1.657334617826587e-04	-2.093648e-02	2.109741e-07
1.661639599364044e-04	-2.102582e-02	2.043541e-07
1.665944580901502e-04	-2.111393e-02	1.958218e-07
1.670931130088803e-04	-2.120618e-02	1.867864e-07
1.675917679276103e-04	-2.129733e-02	1.799327e-07
1.680904228463404e-04	-2.138737e-02	1.752606e-07
1.685890777650704e-04	-2.147630e-02	1.727701e-07
1.690877326838005e-04	-2.156412e-02	1.724611e-07
1.695863876025306e-04	-2.165083e-02	1.743338e-07
1.700850425212606e-04	-2.173644e-02	1.783881e-07
1.705400940965713e-04	-2.182036e-02	1.796906e-07
1.709951456718819e-04	-2.190217e-02	1.791217e-07
1.714501972471925e-04	-2.198187e-02	1.766814e-07
1.719052488225032e-04	-2.205946e-02	1.723697e-07
1.723603003978138e-04	-2.213494e-02	1.661867e-07
1.728153519731245e-04	-2.220830e-02	1.581323e-07
1.732704035484351e-04	-2.227956e-02	1.482065e-07
1.736998197480091e-04	-2.233968e-02	1.409104e-07
1.741292359475832e-04	-2.239884e-02	1.352641e-07
1.745586521471572e-04	-2.245703e-02	1.312676e-07
1.749880683467313e-04	-2.251425e-02	1.289210e-07
1.754174845463053e-04	-2.257051e-02	1.282241e-07
1.758469007458794e-04	-2.262580e-02	1.291771e-07
1.762763169454534e-04	-2.268013e-02	1.317799e-07
1.767422386510233e-04	-2.274441e-02	1.329429e-07
1.772081603565931e-04	-2.280643e-02	1.321998e-07
1.776740820621629e-04	-2.286619e-02	1.295504e-07
1.781400037677328e-04	-2.292371e-02	1.249948e-07
1.786059254733026e-04	-2.297896e-02	1.185330e-07
1.790718471788724e-04	-2.303197e-02	1.101650e-07
1.795377688844422e-04	-2.308271e-02	9.989076e-08
1.799825627099266e-04	-2.312313e-02	9.184412e-08
1.804273565354110e-04	-2.316226e-02	8.542631e-08
1.808721503608954e-04	-2.320012e-02	8.063733e-08
1.813169441863798e-04	-2.323669e-02	7.747720e-08
1.817617380118641e-04	-2.327198e-02	7.594589e-08
1.822065318373485e-04	-2.330600e-02	7.604343e-08
1.826513256628329e-04	-2.333873e-02	7.776980e-08
1.830641034803089e-04	-2.337250e-02	7.836292e-08
1.834768812977848e-04	-2.340459e-02	7.740081e-08
1.838896591152608e-04	-2.343499e-02	7.488347e-08
1.843024369327367e-04	-2.346369e-02	7.081089e-08
