time	I(R1)
1.813169441863798e-04	7.747720e-08
1.817617380118641e-04	7.594589e-08
1.822065318373485e-04	7.604343e-08
1.826513256628329e-04	7.776980e-08
1.830641034803089e-04	7.836292e-08
1.834768812977848e-04	7.740081e-08
1.838896591152608e-04	7.488347e-08
1.843024369327367e-04	7.081089e-08
1.847152147502127e-04	6.518308e-08
1.851279925676886e-04	5.800004e-08
1.855407703851646e-04	4.926176e-08
1.860582414077456e-04	3.856553e-08
1.865757124303266e-04	2.984522e-08
1.870931834529077e-04	2.310083e-08
1.876106544754887e-04	1.833235e-08
1.881281254980697e-04	1.553980e-08
1.886455965206507e-04	1.472316e-08
1.891630675432317e-04	1.588244e-08
1.895893442765091e-04	1.502372e-08
1.900156210097865e-04	1.267350e-08
1.904418977430639e-04	8.831780e-09
1.908681744763413e-04	3.498557e-09
1.912944512096187e-04	-3.326167e-09
1.917207279428961e-04	-1.164239e-08
1.921470046761735e-04	-2.145012e-08
1.926106368459760e-04	-3.090216e-08
1.930742690157786e-04	-3.872405e-08
1.935379011855811e-04	-4.491578e-08
1.940015333553836e-04	-4.947736e-08
1.944651655251861e-04	-5.240878e-08
1.949287976949886e-04	-5.371004e-08
1.953924298647911e-04	-5.338115e-08
1.958219683983638e-04	-5.449380e-08
1.962515069319365e-04	-5.708012e-08
1.966810454655092e-04	-6.114010e-08
1.971105839990819e-04	-6.667374e-08
1.975401225326546e-04	-7.368104e-08
1.979696610662272e-04	-8.216201e-08
1.983991995997999e-04	-9.211664e-08
1.988651468591439e-04	-1.021931e-07
1.993310941184878e-04	-1.107018e-07
1.997970413778318e-04	-1.176428e-07
2.002629886371757e-04	-1.230161e-07
2.007289358965197e-04	-1.268217e-07
2.011948831558636e-04	-1.290596e-07
2.016608304152076e-04	-1.297297e-07
2.021525048238405e-04	-1.317998e-07
2.026441792324734e-04	-1.355445e-07
2.031358536411062e-04	-1.409636e-07
2.036275280497391e-04	-1.480574e-07
2.041192024583720e-04	-1.568257e-07
2.046108768670049e-04	-1.672685e-07
2.051025512756378e-04	-1.793859e-07
2.055587793897360e-04	-1.882531e-07
2.060150075038341e-04	-1.957974e-07
2.064712356179322e-04	-2.020187e-07
2.069274637320304e-04	-2.069170e-07
2.073836918461285e-04	-2.104924e-07
2.078399199602267e-04	-2.127447e-07
2.082961480743248e-04	-2.136741e-07
2.087775316922671e-04	-2.175272e-07
2.092589153102093e-04	-2.227535e-07
2.097402989281516e-04	-2.293529e-07
2.102216825460939e-04	-2.373254e-07
2.107030661640361e-04	-2.466711e-07
2.111844497819784e-04	-2.573899e-07
2.116658333999206e-04	-2.694818e-07
2.120786098222665e-04	-2.771852e-07
2.124913862446123e-04	-2.838486e-07
2.129041626669582e-04	-2.894719e-07
2.133169390893041e-04	-2.940551e-07
2.137297155116499e-04	-2.975983e-07
2.141424919339958e-04	-3.001015e-07
2.145552683563416e-04	-3.015646e-07
2.150719904094296e-04	-3.061014e-07
2.155887124625176e-04	-3.120437e-07
2.161054345156056e-04	-3.193916e-07
2.166221565686937e-04	-3.281450e-07
2.171388786217817e-04	-3.383040e-07
2.176556006748697e-04	-3.498685e-07
2.181723227279577e-04	-3.628385e-07
2.186561022510630e-04	-3.707910e-07
2.191398817741683e-04	-3.778350e-07
2.196236612972736e-04	-3.839706e-07
2.201074408203789e-04	-3.891976e-07
2.205912203434842e-04	-3.935162e-07
2.210749998665895e-04	-3.969264e-07
2.215587793896949e-04	-3.994281e-07
2.220035732151792e-04	-4.058157e-07
2.224483670406636e-04	-4.129435e-07
2.228931608661480e-04	-4.208114e-07
2.233379546916324e-04	-4.294196e-07
2.237827485171168e-04	-4.387679e-07
2.242275423426011e-04	-4.488564e-07
2.246723361680855e-04	-4.596851e-07
2.251754448653082e-04	-4.671542e-07
2.256785535625308e-04	-4.739688e-07
2.261816622597535e-04	-4.801290e-07
2.266847709569761e-04	-4.856347e-07
